table,column
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.auction_max_ad_duration
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.competition_failure_in_pick_many
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.compliance_check_failed
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.exclusivity
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.floor_price_not_met
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.frequency_cap
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.inbound_order_competition_failure
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.input_ad_number
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.inventory_source_restriction
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.listing_creative_duration_check_failed
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.market_ad_not_approved
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.met_yield_optimization
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.mpe_listing_restriction
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.no_applicable_slot
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.no_creative
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.no_suitable_rule_path
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.pg_deal_bid_throttling
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.profile_check_failed
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.reseller_restriction
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.restriction
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.undefined
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_creative_checking_metrics.unmapped
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.input_ad_number
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.cpx_check_failed
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.exclusivity_check_failed
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.frequency_cap
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.input_ad_number
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.met_budget
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.met_schedule
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.met_yield_optimization
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.no_ad_domain
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.no_applicable_slot
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.no_slot_assigned_through_mrm_rule
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.output_ad_number
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.rbp_check_failed
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.sponsorship_check_failed
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.undefined
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_filtering_metrics.unmapped
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_targeting_metrics.data_privacy
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_targeting_metrics.input_ad_number
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_targeting_metrics.output_ad_number
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_targeting_metrics.restriction
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_targeting_metrics.undefined
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.ad_targeting_metrics.unmapped
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.demand_type
request,execution_networks.network_selection_info.candidate_ad_funnel_metrics.network_id
request,execution_networks.role
request,execution_networks.site_section_id
request,execution_networks.supply_source
request,inventory.asset_chain
request,inventory.asset_chain.bit_flags
request,inventory.asset_chain.content_owner_network_id
request,inventory.asset_chain.distributor_network_id
request,inventory.asset_chain.network_id
request,inventory.asset_chain.role
request,inventory.asset_chain.site_section_id
request,inventory.site_section_chain
request,inventory.site_section_chain.bit_flags
request,inventory.site_section_chain.content_owner_network_id
request,inventory.site_section_chain.distributor_network_id
request,inventory.site_section_chain.network_id
request,inventory.site_section_chain.role
request,inventory.site_section_chain.site_section_id
request,request.advertisement_count
request,request.advertisement_delivered_count
request,request.bid_request.impression.deal
request,request.bid_request.impression.floor
request,request.bid_request.impression.private_auction
request,request.bit_flags
request,request.context.ab_test_item.bucket_id
request,request.context.asset_duration
request,request.context.asset_id
request,request.context.content_form_id
request,request.context.content_rating_id
request,request.context.distributor_site_section_id
request,request.context.distributor_video_asset_id
request,request.context.host_name
request,request.context.inventory_location_id
request,request.context.ip_enabled_audience_id
request,request.context.network_id
request,request.context.page_random
request,request.context.profile_id
request,request.context.profile_trait.post_selection_external_ad_timeout
request,request.context.profile_trait.pre_selection_external_ad_timeout
request,request.context.profile_type
request,request.context.request_duration
request,request.context.request_format
request,request.context.response_format
request,request.context.site_section_cro_asset_id
request,request.context.site_section_id
request,request.context.standard_app_bundle_id
request,request.context.standard_app_id
request,request.context.standard_brand_id
request,request.context.standard_channel_id
request,request.context.standard_content_daypart_id
request,request.context.standard_endpoint_id
request,request.context.standard_endpoint_owner_id
request,request.context.standard_genre_ids
request,request.context.standard_iab_category_ids
request,request.context.standard_language_ids
request,request.context.standard_programmer_id
request,request.context.standard_publisher_id
request,request.context.standard_site_domain_id
request,request.context.standard_ssp_channel_id
request,request.context.stream_mode_id
request,request.context.video_cro_network_id
request,request.context.video_random
request,request.decision_info.flag4
request,request.decision_info.value3
request,request.decision_info.value4
request,request.decision_info.value5
request,request.decision_info.value6
request,request.decision_info.value7
request,request.delivery_method
request,request.extra_flags
request,request.extra_flags2
request,request.extra_flags3
request,request.flags
request,request.global_currency_version
request,request.hashed_key_value
request,request.is_filtered
request,request.log_sampling.magnifier
request,request.magnifier
request,request.mpe_matcher_filters.id
request,request.mpe_matcher_filters.weight
request,request.multiplier
request,request.prebid_sivt.gateway_response
request,request.prebid_sivt.whiteops
request,request.prebid_sivt.whiteops.invalid_reason
request,request.request.context.network_id
request,request.request_prefilter.flag
request,request.request_throttling_info.exempt_thousandth
request,request.request_throttling_info.flags
request,request.request_throttling_info.level
request,request.server_group
request,request.server_id
request,request.server_pool
request,request.time_record.total
request,request.timestamp
request,request.traffic_type
request,request.yield_optimization_ids.demand_id
request,request.yield_optimization_ids.demand_type
request,request.yield_optimization_ids.optimization_ids
request,request_info.raw_brands
request,request_info.raw_channels
request,request_info.slot_ad_unit_ids
request,request_info.slot_time_position_classes
request,visitor.address
request,visitor.app_bundle_id
request,visitor.caller
request,visitor.city_id
request,visitor.country
request,visitor.country_id
request,visitor.device_id
request,visitor.dma_code
request,visitor.dma_code_id
request,visitor.filtration_reason
request,visitor.internal_address
request,visitor.peer_address
request,visitor.platform_group
request,visitor.postal_code
request,visitor.referrer
request,visitor.standard_device_type_child_id
request,visitor.standard_environment_id
request,visitor.standard_os_id
request,visitor.state
request,visitor.state_id
request,visitor.user_agent
request,visitor.user_agent_device_type
request,visitor.user_id
slot,partners.avails_category.avails
slot,partners.avails_category.distinct_inventory_avails
slot,partners.avails_category.supply_avails
slot,partners.avails_category.total_avails
slot,partners.bit_flags
slot,partners.content_owner_bidding_revenue
slot,partners.content_owner_network_id
slot,partners.distributor_network_id
slot,partners.inbound_listing_id
slot,partners.inbound_order_id
slot,partners.inbound_order_type
slot,partners.network_id
slot,partners.network_is_ad_owner
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.companion_check_failed
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.do_not_repeat
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.input_ad_number
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.no_creative
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.pod_position_targeting_check_failed
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.slot_exclusivity_check_failed
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.slot_filled_by_multi_ad
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.slot_max_duration
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.slot_max_num_ads
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.slot_sponsorship_check_failed
slot,partners.network_selection_info.candidate_ad_funnel_metrics.ad_filling_metrics.time_based_freq_cap
slot,partners.network_selection_info.candidate_ad_funnel_metrics.demand_type
slot,partners.network_selection_info.candidate_ad_funnel_metrics.network_id
slot,partners.role
slot,partners.site_section_id
slot,partners.supply_source
slot,request.advertisement_count
slot,request.advertisement_delivered_count
slot,request.context.network_id
slot,request.context.profile_id
slot,request.context.profile_type
slot,request.context.request_format
slot,request.context.site_section_cro_site_id
slot,request.context.site_section_id
slot,request.context.standard_app_bundle_id
slot,request.context.standard_brand_id
slot,request.context.standard_channel_id
slot,request.context.standard_endpoint_id
slot,request.context.standard_endpoint_owner_id
slot,request.context.standard_genre_ids
slot,request.context.standard_iab_category_ids
slot,request.context.standard_language_ids
slot,request.context.standard_programmer_id
slot,request.context.video_cro_network_id
slot,request.decision_info.external_bridge.slot_index
slot,request.decision_info.external_bridge.status
slot,request.delivery_method
slot,request.extra_flags
slot,request.extra_flags2
slot,request.extra_flags3
slot,request.flags
slot,request.is_filtered
slot,request.log_sampling.magnifier
slot,request.magnifier
slot,request.multiplier
slot,request.server_group
slot,request.server_pool
slot,request.timestamp
slot,request.traffic_type
slot,slot.ad_unit_default_duration
slot,slot.avails
slot,slot.carriage_inventory_owner_id
slot,slot.carriage_listing_split_unit_id
slot,slot.flags
slot,slot.index
slot,slot.max_ads
slot,slot.max_duration
slot,slot.normalized_ad_unit_id
slot,slot.num_ads
slot,slot.parent_time_unfilled
slot,slot.sequence
slot,slot.time_position_class
slot,slot.time_unfilled
slot,slot.unfilled_avails
slot,visitor.country_id
slot,visitor.standard_device_type_child_id
slot,visitor.standard_device_type_ids
slot,visitor.standard_environment_id
slot,visitor.standard_os_id
slot,visitor.user_agent_device_type
transaction,acks
transaction,acks.kafka_msg_size
transaction,acks.metrics.ad_impression
transaction,request.advertisement_count
transaction,request.audience_flags
transaction,request.context.asset_chain.content_right_owner.airing_channel_id
transaction,request.context.asset_chain.content_right_owner.context_id
transaction,request.context.asset_chain.content_right_owner.site_id
transaction,request.context.host_name
transaction,request.context.linear_break_source
transaction,request.context.network_id
transaction,request.context.po_type
transaction,request.context.profile_id
transaction,request.context.request_format
transaction,request.context.site_section_chain.content_right_owner.asset_id
transaction,request.context.site_section_chain.content_right_owner.site_id
transaction,request.context.site_section_cro_asset_id
transaction,request.context.source_id
transaction,request.context.station_id
transaction,request.context.stream_id
transaction,request.context.tv_network_id
transaction,request.context.video_cro_context_id
transaction,request.context.video_cro_network_id
transaction,request.decision_info.flag1
transaction,request.decision_info.flag2
transaction,request.decision_info.flag3
transaction,request.decision_info.flag4
transaction,request.decision_info.value10
transaction,request.decision_info.value11
transaction,request.decision_info.value12
transaction,request.decision_info.value9
transaction,request.delivery_method
transaction,request.errors.ad_id
transaction,request.errors.code
transaction,request.errors.domain
transaction,request.errors.network_id
transaction,request.errors.partner
transaction,request.errors.type
transaction,request.external_bridge_records.duration
transaction,request.external_bridge_records.error
transaction,request.external_bridge_records.flags
transaction,request.external_bridge_records.http_status_code
transaction,request.external_bridge_records.slot_index
transaction,request.external_candidate_ad.ad_id
transaction,request.extra_flags
transaction,request.extra_flags2
transaction,request.extra_flags3
transaction,request.flags
transaction,request.is_first_request
transaction,request.kafka_msg_key
transaction,request.kafka_msg_size
transaction,request.linear_capnedit
transaction,request.log_sampling.magnifier
transaction,request.prebid_sivt
transaction,request.prebid_sivt.capnedit
transaction,request.prebid_sivt.capnedit.invalid_reason
transaction,request.prebid_sivt.capnedit.traffic_valid
transaction,request.privacy_info.compliance_flag
transaction,request.rtb_auction.index
transaction,request.server_group
transaction,request.server_pool
transaction,request.slots.carriage_inventory_owner_id
transaction,request.slots.carriage_listing_split_unit_id
transaction,request.slots.environment
transaction,request.slots.flags
transaction,request.slots.time_position_class
transaction,request.time_record.total
transaction,request.timestamp
transaction,request.userdb_audience_user_info.bg_alias_growth_ratio
transaction,request.visitor.active_state
transaction,request.visitor.country
transaction,request.visitor.country_id
transaction,request.visitor.device_type
transaction,request.visitor.dma_code
transaction,request.visitor.dma_code_id
transaction,request.visitor.filtration_reason
transaction,request.visitor.household_id
transaction,request.visitor.operator_zone_id
transaction,request.visitor.state
transaction,request.visitor.state_id
transaction,request.visitor.syscode
transaction,request.visitor.universal_hhid
transaction,request.visitor.user_agent_device_type
